id,nombre,album,creador,opennotes,letras,guitarra,bajo,segundag.,drum,key,imagen,video,link,link_mf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Hasta que tu muerte nos separe,Jesus de chamberi,highfine,no,si,✰✰✰★,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/chamberi.jpg,https://www.youtube.com/embed/liO9ZKLDrBs,https://www.mediafire.com/file/1bcxh10urb46b0s,https://www.mediafire.com/file/1bcxh10urb46b0s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Hasta que tu muerte nos separe (Version Orquestal),Belfast,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/belfast.jpg,https://www.youtube.com/embed/Lt2eB9Zpmnw,https://www.mediafire.com/file/av6wis1b6k2cgnn,https://www.mediafire.com/file/av6wis1b6k2cgnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Hoy toca ser feliz,Gaia II: La Voz Dormida,Kisame,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,sinvideo,https://www.mediafire.com/file/q0irp91xnx71ttk,https://www.mediafire.com/file/q0irp91xnx71ttk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Ilussia,Ilussia,Kisame,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/ilussia.jpg,sinvideo,https://www.mediafire.com/file/hmopw8z4e16yuty,https://www.mediafire.com/file/hmopw8z4e16yuty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,In eternum,Ira Dei,Kisame,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,sinvideo,https://www.mediafire.com/file/onzpnxavq62fc8p,https://www.mediafire.com/file/onzpnxavq62fc8p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,In eternum,Ira Dei,OmegaT,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,sinvideo,https://www.mediafire.com/file/2ci5n6t3p1exc8a,https://www.mediafire.com/file/2ci5n6t3p1exc8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ira dei,Ira Dei,BernardFrey,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,https://www.youtube.com/embed/al-0uXg_b38,https://www.mediafire.com/file/p9ouq82ps4lu9iv,https://www.mediafire.com/file/p9ouq82ps4lu9iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Jesus de chamberi,Jesus de chamberi,Kisame,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/chamberi.jpg,sinvideo,https://www.mediafire.com/file/ruyhyfwkkv3n5a1,https://www.mediafire.com/file/ruyhyfwkkv3n5a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Jesus de chamberi,Jesus de chamberi,OxZaTaNxO,no,no,★★★★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,https://www.youtube.com/embed/26hoY1tvDIE,https://www.mediafire.com/file/jbhc09qf8hr75gn,https://www.mediafire.com/file/jbhc09qf8hr75gn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Jesus de chamberi 2.0,The Best of Oz,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/thebestoz.jpg,https://www.youtube.com/embed/jBQF_AaW-qQ,https://www.mediafire.com/file/272ym92bhkgzdt7,https://www.mediafire.com/file/272ym92bhkgzdt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Judas,Jesus de chamberi,Jose_elsopa,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/chamberi.jpg,sinvideo,https://www.mediafire.com/file/us3qkp4h78usxa2,https://www.mediafire.com/file/us3qkp4h78usxa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Kelpie,Finisterra,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/tAbVdrWgwxo,https://www.mediafire.com/file/bxrcua95zlnpo5v,https://www.mediafire.com/file/bxrcua95zlnpo5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,La cantata del diablo,Gaia II: La Voz Dormida,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,https://www.youtube.com/embed/md53mtDblTo,https://www.mediafire.com/file/ozo0opmujo02mxe,https://www.mediafire.com/file/ozo0opmujo02mxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,La cantata del diablo,Gaia II: La Voz Dormida,Dayaah,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,sinvideo,https://www.mediafire.com/file/5s01ah7l8ubulxi,https://www.mediafire.com/file/5s01ah7l8ubulxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,La cantata del diablo,Gaia II: La Voz Dormida,metalli3212,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,sinvideo,https://www.mediafire.com/file/g0xl3686bghciyq,https://www.mediafire.com/file/g0xl3686bghciyq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,La cantiga de las brujas,Ira Dei,Zbagint,si,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,https://www.youtube.com/embed/vtnn-v8Mtn4,https://www.mediafire.com/file/19ahh59ogoiao8t,https://www.mediafire.com/file/19ahh59ogoiao8t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,La ciudad de los arboles,La Ciudad de los Arboles,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/losarboles.jpg,https://www.youtube.com/embed/7mNe_pZpI3Y,https://www.mediafire.com/file/rp6mykmfx9pn1tm,https://www.mediafire.com/file/rp6mykmfx9pn1tm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,La conquista,Gaia,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/WUVjXDT28tM,https://www.mediafire.com/file/aenhonbd2celhn8,https://www.mediafire.com/file/aenhonbd2celhn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,La costa del silencio,Gaia,AdLozanOff,si,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/FFDP7fDn6OA,https://www.mediafire.com/file/6bppmlpcp9llbdc,https://www.mediafire.com/file/6bppmlpcp9llbdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,La costa del silencio,Gaia,AleM,no,no,✰✰★★,✰✰✰✰,✰✰★★,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/ZaB5v_1PS_E,https://www.mediafire.com/file/ib2mtslrky0eecb,https://www.mediafire.com/file/ib2mtslrky0eecb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,La costa del silencio,Gaia,Anderick,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/fgeFip4brBA,https://www.mediafire.com/file/mcj2wibxvkjf3qn,https://www.mediafire.com/file/mcj2wibxvkjf3qn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,La cruz de santiago,Finisterra,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/9yjiYwBm97Y,https://www.mediafire.com/file/kmewytquzp7gima,https://www.mediafire.com/file/kmewytquzp7gima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,La cruz de santiago,Finisterra,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/Y4-OLsZ36w4,https://www.mediafire.com/file/hih2ztd57o1zp1k,https://www.mediafire.com/file/hih2ztd57o1zp1k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,La cruz de santiago 2.0,Finisterra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/QSkhRG2B5qA,https://www.mediafire.com/file/iikxu1eh9998kba,https://www.mediafire.com/file/iikxu1eh9998kba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,La danza del fuego,Finisterra,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/6kwh82RpKyM,https://www.mediafire.com/file/98g1a5kif0vfjte,https://www.mediafire.com/file/98g1a5kif0vfjte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,La posada de los muertos,Gaia II: La Voz Dormida,sVmAcHiNe,no,no,✰✰★✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,sinvideo,https://www.mediafire.com/file/6nn1u4wophiaq9d,https://www.mediafire.com/file/6nn1u4wophiaq9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,La rosa de los vientos (Version Metal),Belfast,Andestruction,si,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/belfast.jpg,https://www.youtube.com/embed/u4oBG14QEYI,https://www.mediafire.com/file/tb8xk59t1l57w7k,https://www.mediafire.com/file/tb8xk59t1l57w7k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,La rosa de los vientos (Version Metal),Belfast,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/belfast.jpg,https://www.youtube.com/embed/nZxpwUe3A90,https://www.mediafire.com/file/chdyj1lf2f85h0w,https://www.mediafire.com/file/chdyj1lf2f85h0w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,La santa compaña,Finisterra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/4R08TxA4FTw,https://www.mediafire.com/file/uq7irpcfuim0n23,https://www.mediafire.com/file/uq7irpcfuim0n23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,La santa compaña,Finisterra,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,sinvideo,https://www.mediafire.com/file/a5l83k0yh9y1r9h,https://www.mediafire.com/file/a5l83k0yh9y1r9h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,La santa compaña,Finisterra,Prothocrice,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/SeVOytT2VLk,https://www.mediafire.com/file/x8k1laauwujtlba,https://www.mediafire.com/file/x8k1laauwujtlba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,La soga del muerto,Gaia III: Atlantia,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_lll.jpg,https://www.youtube.com/embed/wM9a23xyWec,https://www.mediafire.com/file/93m7wxqludzilgu,https://www.mediafire.com/file/93m7wxqludzilgu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,La venganza de gaia,Gaia,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/GxliQfyQN9o,https://www.mediafire.com/file/cndrpz5kic49752,https://www.mediafire.com/file/cndrpz5kic49752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,La voz dormida,Gaia II: La Voz Dormida,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,https://www.youtube.com/embed/G1ykdTcilQ,https://www.mediafire.com/file/91d4sqqstn5h47p,https://www.mediafire.com/file/91d4sqqstn5h47p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,La voz dormida,Gaia II: La Voz Dormida,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,https://www.youtube.com/embed/6CnK613mmjI,https://www.mediafire.com/file/u80i2t808cj1ov2,https://www.mediafire.com/file/u80i2t808cj1ov2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,La voz dormida,Gaia II: La Voz Dormida,Metallicamilo311,si,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ll.jpg,https://www.youtube.com/embed/zR3KW7iEv_k,https://www.mediafire.com/file/spsrbb9ms3b12km,https://www.mediafire.com/file/spsrbb9ms3b12km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Las lagrimas de gaia,Gaia: Epilogo,Alevd93,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_ep.jpg,sinvideo,https://www.mediafire.com/file/7n7vdhsr9gmwuvs,https://www.mediafire.com/file/7n7vdhsr9gmwuvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Los renglones torcidos de dios,Finisterra,Alevd93,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,sinvideo,https://www.mediafire.com/file/9or5eetubpbkxyj,https://www.mediafire.com/file/9or5eetubpbkxyj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Los renglones torcidos de dios,Finisterra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/xvsKpOl4BsU,https://www.mediafire.com/file/xnov7lu41vtfw11,https://www.mediafire.com/file/xnov7lu41vtfw11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Los renglones torcidos de dios,Finisterra,OxZaTaNxO,no,no,★★★★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/ZgDp5KWY0so,https://www.mediafire.com/file/gyj1anaurtmqnuo,https://www.mediafire.com/file/gyj1anaurtmqnuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Maite zaitut,Finisterra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/b1LUoWJzsk0,https://www.mediafire.com/file/0sw7dv4xvpnv9bu,https://www.mediafire.com/file/0sw7dv4xvpnv9bu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Mas que una intencion,Belfast,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/belfast.jpg,https://www.youtube.com/embed/PE6ZWX2CXk0,https://www.mediafire.com/file/9s8wpn8jvcr2mr7,https://www.mediafire.com/file/9s8wpn8jvcr2mr7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Mas que una intencion,Belfast,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/belfast.jpg,sinvideo,https://www.mediafire.com/file/deotnbjtkmhdnqo,https://www.mediafire.com/file/deotnbjtkmhdnqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Melodian,Ilussia,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/ilussia.jpg,sinvideo,https://www.mediafire.com/file/svc0c26jxk6duxj,https://www.mediafire.com/file/svc0c26jxk6duxj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Melodian,Ilussia,Supradyke,si,no,✰✰✰★,✰✰✰✰,✰✰✰★,✰✰✰✰,✰✰✰✰,datasong/album/ilussia.jpg,sinvideo,https://www.mediafire.com/file/e7yyqmflqfvxfnj,https://www.mediafire.com/file/e7yyqmflqfvxfnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mi hogar eres tu,Gaia III: Atlantia,Kisame,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_lll.jpg,sinvideo,https://www.mediafire.com/file/g3cliwx1nxjiino,https://www.mediafire.com/file/g3cliwx1nxjiino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Mi nombre es rock & roll,La Ciudad de los Arboles,armag2,no,no,✰✰★★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/losarboles.jpg,sinvideo,https://www.mediafire.com/file/bw6jqxdvbvucs3o,https://www.mediafire.com/file/bw6jqxdvbvucs3o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Molinos de viento,La Leyenda de la Mancha,bernie,no,si,★★★★,★★★★,★★★★,★★★★,★★★★,datasong/album/leyenda.jpg,https://www.youtube.com/embed/k2ZkjWNnj9A,https://www.mediafire.com/file/bh0jpxg8iz1b3k6,https://www.mediafire.com/file/bh0jpxg8iz1b3k6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Molinos de viento,La Leyenda de la Mancha,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/leyenda.jpg,https://www.youtube.com/embed/CfVeq5ioydQ,https://www.mediafire.com/file/phxq4tb6cseskp1,https://www.mediafire.com/file/phxq4tb6cseskp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Molinos de viento (Version Acustica),Rarezas,LMBECIL1832,si,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/rarezas.jpg,https://www.youtube.com/embed/T9WVfA4Av2I,https://www.mediafire.com/file/ccz6kq91d99yfpd,https://www.mediafire.com/file/ccz6kq91d99yfpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Pachamama,Rarezas,LMBECIL1832,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/rarezas.jpg,https://www.youtube.com/embed/H-GR_3mnI5A,https://www.mediafire.com/file/myp823l8ylbduwc,https://www.mediafire.com/file/myp823l8ylbduwc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Pensando en ti,Rarezas,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/rarezas.jpg,https://www.youtube.com/embed/UxPSvYYlUdg,https://www.mediafire.com/file/p0w1wun6f7pqcy8,https://www.mediafire.com/file/p0w1wun6f7pqcy8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Polla dura no cree en dios,Finisterra,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/J_bO_-yOxmg,https://www.mediafire.com/file/ipegqyz3hk01dk6,https://www.mediafire.com/file/ipegqyz3hk01dk6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Requiem,La Leyenda de la Mancha,Daniel,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/leyenda.jpg,sinvideo,https://www.mediafire.com/file/q1wu17vi2ttcu8a,https://www.mediafire.com/file/q1wu17vi2ttcu8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Requiem,La Leyenda de la Mancha,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/leyenda.jpg,https://www.youtube.com/embed/YWRQowGx5K8,https://www.mediafire.com/file/3dcl79a06b4030x,https://www.mediafire.com/file/3dcl79a06b4030x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Resacosix in pandemia,Bandera Negra,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/bandera.jpg,https://www.youtube.com/embed/bU1odSns_RQ,https://www.mediafire.com/file/4p3u3wcqfqwnnqj,https://www.mediafire.com/file/4p3u3wcqfqwnnqj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Resacosix in hispania,Rarezas,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/rarezas.jpg,sinvideo,https://www.mediafire.com/file/3dby2amb1bx13ng,https://www.mediafire.com/file/3dby2amb1bx13ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Satanael,"Hechizos, Pocimas y Brujeria",Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/hechizos.jpg,https://www.youtube.com/embed/q0ys_agB_Sg,https://www.mediafire.com/file/34vvk3g4k458e2n,https://www.mediafire.com/file/34vvk3g4k458e2n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Satania,Finisterra,Andestruction,no,no,✰✰★★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/UMd_gj_D7q8,https://www.mediafire.com/file/iwqa5rwl0ax71y8,https://www.mediafire.com/file/iwqa5rwl0ax71y8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Satania,Finisterra,Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/8_yWAOhQ-cw,https://www.mediafire.com/file/8lejleszq9hqup6,https://www.mediafire.com/file/8lejleszq9hqup6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Satania,Finisterra,Darkof GT,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/MAiIer-oUR0,https://www.mediafire.com/file/wmk7twub7iwbd7w,https://www.mediafire.com/file/wmk7twub7iwbd7w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Satania,Finisterra,_edxgbrn,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,sinvideo,https://www.mediafire.com/file/a80oxndekx2uyab,https://www.mediafire.com/file/a80oxndekx2uyab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Satania,Finisterra,Mastergox,no,si,★★★★,★★★★,★★★★,★★★★,★★★★,datasong/album/finisterra.jpg,sinvideo,https://www.mediafire.com/file/aadx9sx197kvko9,https://www.mediafire.com/file/aadx9sx197kvko9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Satania,Finisterra,WOLFxONE,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/finisterra.jpg,https://www.youtube.com/embed/RSnW28rynRE,https://www.mediafire.com/file/fv2zs8bgm7saw6l,https://www.mediafire.com/file/fv2zs8bgm7saw6l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Tequila tanto por vivir,Ira Dei,AdLozanOff,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/iradei.jpg,https://www.youtube.com/embed/EsQN1LDb3-4,https://www.mediafire.com/file/vzcp6rtswhw4v1d,https://www.mediafire.com/file/vzcp6rtswhw4v1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Van a rodar cabezas,Gaia,Danon94,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,https://www.youtube.com/embed/ID7bIDbiyJk,https://www.mediafire.com/file/09lzr3jgqncxh03,https://www.mediafire.com/file/09lzr3jgqncxh03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Van a rodar cabezas,Gaia,WOLFxONE,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia.jpg,sinvideo,https://www.mediafire.com/file/ux98uetutuoqm5d,https://www.mediafire.com/file/ux98uetutuoqm5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Vodka and roll,Gaia III: Atlantia,Lost,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/gaia_lll.jpg,sinvideo,https://www.mediafire.com/file/l753b1mifktty6d,https://www.mediafire.com/file/l753b1mifktty6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Xanandra,"Hechizos, Pocimas y Brujeria",Danon94,no,no,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/hechizos.jpg,https://www.youtube.com/embed/q90MmH9QkXM,https://www.mediafire.com/file/657t88fl91segmw,https://www.mediafire.com/file/657t88fl91segmw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Y ahora voy a salir,La Ciudad de los Arboles,LMBECIL1832,no,si,✰✰✰★,✰✰✰✰,✰✰✰✰,✰✰✰✰,✰✰✰✰,datasong/album/losarboles.jpg,https://www.youtube.com/embed/6dzCkc5EDIc,https://www.mediafire.com/file/xbulope2uu4zdmv,https://www.mediafire.com/file/xbulope2uu4zdmv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
